ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas,Christmas_lower,Christmas_upper,International Workers Day,International Workers Day_lower,International Workers Day_upper,NewYear,NewYear_lower,NewYear_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-15,225.3741627830858,-520.1987946082563,1052.2112015668401,225.3741627830858,225.3741627830858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.977581053437952,8.977581053437952,8.977581053437952,0.0,0.0,0.0,3.4832718509969838,3.4832718509969838,3.4832718509969838,5.494309202440968,5.494309202440968,5.494309202440968,0.0,0.0,0.0,234.35174383652375
2014-01-16,225.47235256760962,-517.65403896362,1020.6477363885334,225.47235256760962,225.47235256760962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2412746314445812,-0.2412746314445812,-0.2412746314445812,0.0,0.0,0.0,-9.342140043132463,-9.342140043132463,-9.342140043132463,9.100865411687883,9.100865411687883,9.100865411687883,0.0,0.0,0.0,225.23107793616504
2014-01-18,225.66873213665724,-650.8086172630582,1074.3797149571337,225.66873213665724,225.66873213665724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.318923655707612,3.318923655707612,3.318923655707612,0.0,0.0,0.0,-13.812211975601683,-13.812211975601683,-13.812211975601683,17.131135631309295,17.131135631309295,17.131135631309295,0.0,0.0,0.0,228.98765579236485
2014-01-19,225.76692192118105,-499.25939800601327,1079.3372206759468,225.76692192118105,225.76692192118105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.813229853440498,13.813229853440498,13.813229853440498,0.0,0.0,0.0,-7.556088554820246,-7.556088554820246,-7.556088554820246,21.369318408260746,21.369318408260746,21.369318408260746,0.0,0.0,0.0,239.58015177462156
2014-01-20,225.86511170570486,-546.4258115427489,986.9203231350208,225.86511170570486,225.86511170570486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.442773990678173,23.442773990678173,23.442773990678173,0.0,0.0,0.0,-2.1743652837274263,-2.1743652837274263,-2.1743652837274263,25.617139274405595,25.617139274405595,25.617139274405595,0.0,0.0,0.0,249.30788569638304
2014-01-21,225.96330149022867,-488.4675181996262,1061.2648811587512,225.96330149022867,225.96330149022867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.43223010191906,56.43223010191906,56.43223010191906,0.0,0.0,0.0,26.67003726222165,26.67003726222165,26.67003726222165,29.762192839697413,29.762192839697413,29.762192839697413,0.0,0.0,0.0,282.39553159214773
2014-01-23,226.1596810592763,-546.6133991187323,1136.8314234946151,226.1596810592763,226.1596810592763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.938021100912657,27.938021100912657,27.938021100912657,0.0,0.0,0.0,-9.342140043090652,-9.342140043090652,-9.342140043090652,37.28016114400331,37.28016114400331,37.28016114400331,0.0,0.0,0.0,254.09770216018896
2014-01-26,226.45425041284778,-518.8038803893256,1048.9966955176335,226.45425041284778,226.45425041284778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37621684660147,37.37621684660147,37.37621684660147,0.0,0.0,0.0,-7.556088554828689,-7.556088554828689,-7.556088554828689,44.93230540143017,44.93230540143017,44.93230540143017,0.0,0.0,0.0,263.8304672594493
2014-01-27,226.5524401973716,-510.7538902478691,1088.5008955113517,226.5524401973716,226.5524401973716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.93466436741249,43.93466436741249,43.93466436741249,0.0,0.0,0.0,-2.1743652836802063,-2.1743652836802063,-2.1743652836802063,46.10902965109269,46.10902965109269,46.10902965109269,0.0,0.0,0.0,270.4871045647841
2014-01-28,226.6506299818954,-448.5385968207088,1119.5722537722013,226.6506299818954,226.6506299818954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.13065824117892,73.13065824117892,73.13065824117892,0.0,0.0,0.0,26.67003726217179,26.67003726217179,26.67003726217179,46.46062097900714,46.46062097900714,46.46062097900714,0.0,0.0,0.0,299.78128822307434
2014-01-30,226.84700955094303,-514.078263620351,1054.8824401442014,226.84700955094303,226.84700955094303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.12204497358558,35.12204497358558,35.12204497358558,0.0,0.0,0.0,-9.342140043103052,-9.342140043103052,-9.342140043103052,44.46418501668864,44.46418501668864,44.46418501668864,0.0,0.0,0.0,261.9690545245286
2014-01-31,226.94519933546684,-573.5569676796141,1076.4195625339296,226.94519933546684,226.94519933546684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.78193550017241,44.78193550017241,44.78193550017241,0.0,0.0,0.0,2.731496744005522,2.731496744005522,2.731496744005522,42.05043875616688,42.05043875616688,42.05043875616688,0.0,0.0,0.0,271.7271348356393
2014-02-01,227.04338911999065,-548.6601408483799,1096.2623968113128,227.04338911999065,227.04338911999065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.870797595533833,24.870797595533833,24.870797595533833,0.0,0.0,0.0,-13.812211975579872,-13.812211975579872,-13.812211975579872,38.68300957111371,38.68300957111371,38.68300957111371,0.0,0.0,0.0,251.9141867155245
2014-02-02,227.1415789045145,-596.1094058203057,1001.1067653998697,227.1415789045145,227.1415789045145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.825052797465112,26.825052797465112,26.825052797465112,0.0,0.0,0.0,-7.556088554826807,-7.556088554826807,-7.556088554826807,34.38114135229191,34.38114135229191,34.38114135229191,0.0,0.0,0.0,253.9666317019796
2014-02-03,227.2397686890383,-553.3029921145067,1066.169548986221,227.2397686890383,227.2397686890383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.011529486719017,27.011529486719017,27.011529486719017,0.0,0.0,0.0,-2.1743652836764054,-2.1743652836764054,-2.1743652836764054,29.18589477039542,29.18589477039542,29.18589477039542,0.0,0.0,0.0,254.2512981757573
2014-02-04,227.3379584735621,-515.08655493771,1116.4997030450468,227.3379584735621,227.3379584735621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.82994294591255,49.82994294591255,49.82994294591255,0.0,0.0,0.0,26.670037262161692,26.670037262161692,26.670037262161692,23.159905683750857,23.159905683750857,23.159905683750857,0.0,0.0,0.0,277.1679014194747
2014-02-06,227.53433804260973,-569.1922751344113,999.9126218228008,227.53433804260973,227.53433804260973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37307595149868755,-0.37307595149868755,-0.37307595149868755,0.0,0.0,0.0,-9.342140043061079,-9.342140043061079,-9.342140043061079,8.969064091562391,8.969064091562391,8.969064091562391,0.0,0.0,0.0,227.16126209111104
2014-02-07,227.63252782713357,-548.1999105196646,1045.7734967816634,227.63252782713357,227.63252782713357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7595162313208172,3.7595162313208172,3.7595162313208172,0.0,0.0,0.0,2.731496744063835,2.731496744063835,2.731496744063835,1.0280194872569823,1.0280194872569823,1.0280194872569823,0.0,0.0,0.0,231.3920440584544
2014-02-08,227.73071761165738,-684.0141083615925,938.276185957282,227.73071761165738,227.73071761165738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.112322763373946,-21.112322763373946,-21.112322763373946,0.0,0.0,0.0,-13.812211975595906,-13.812211975595906,-13.812211975595906,-7.300110787778038,-7.300110787778038,-7.300110787778038,0.0,0.0,0.0,206.61839484828343
2014-02-11,228.02528696522884,-571.1893507562799,986.1201858000621,228.02528696522884,228.02528696522884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.396440478949025,-6.396440478949025,-6.396440478949025,0.0,0.0,0.0,26.670037262194906,26.670037262194906,26.670037262194906,-33.06647774114393,-33.06647774114393,-33.06647774114393,0.0,0.0,0.0,221.62884648627983
2014-02-12,228.12347674975265,-591.3249917050127,966.8125574008825,228.12347674975265,228.12347674975265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.882317458262705,-37.882317458262705,-37.882317458262705,0.0,0.0,0.0,3.483271850970879,3.483271850970879,3.483271850970879,-41.365589309233584,-41.365589309233584,-41.365589309233584,0.0,0.0,0.0,190.24115929148996
2014-02-14,228.31985631880028,-655.0306514733542,921.1055628679194,228.31985631880028,228.31985631880028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.78809873323257,-53.78809873323257,-53.78809873323257,0.0,0.0,0.0,2.731496744023074,2.731496744023074,2.731496744023074,-56.51959547725565,-56.51959547725565,-56.51959547725565,0.0,0.0,0.0,174.5317575855677
2014-02-15,228.4180461033241,-670.5520989389705,915.5273914418352,228.4180461033241,228.4180461033241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.86400809397632,-76.86400809397632,-76.86400809397632,0.0,0.0,0.0,-13.812211975611943,-13.812211975611943,-13.812211975611943,-63.05179611836438,-63.05179611836438,-63.05179611836438,0.0,0.0,0.0,151.55403800934778
2014-02-16,228.5162358878479,-600.5123144407456,944.7968295861632,228.5162358878479,228.5162358878479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.24457843850247,-76.24457843850247,-76.24457843850247,0.0,0.0,0.0,-7.55608855482853,-7.55608855482853,-7.55608855482853,-68.68848988367395,-68.68848988367395,-68.68848988367395,0.0,0.0,0.0,152.2716574493454
2014-02-17,228.6144256723717,-651.438881305601,981.2663892397551,228.6144256723717,228.6144256723717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.4719834036457,-75.4719834036457,-75.4719834036457,0.0,0.0,0.0,-2.1743652837037324,-2.1743652837037324,-2.1743652837037324,-73.29761811994196,-73.29761811994196,-73.29761811994196,0.0,0.0,0.0,153.14244226872603
2014-02-18,228.71261545689552,-642.5715302472629,959.5145338916265,228.71261545689552,228.71261545689552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.094500963065215,-50.094500963065215,-50.094500963065215,0.0,0.0,0.0,26.670037262184803,26.670037262184803,26.670037262184803,-76.76453822525002,-76.76453822525002,-76.76453822525002,0.0,0.0,0.0,178.61811449383032
2014-02-20,228.90899502594314,-649.6512191198642,920.4751930808849,228.90899502594314,228.90899502594314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.2579804086189,-89.2579804086189,-89.2579804086189,0.0,0.0,0.0,-9.342140043085879,-9.342140043085879,-9.342140043085879,-79.91584036553303,-79.91584036553303,-79.91584036553303,0.0,0.0,0.0,139.65101461732422
2014-02-21,229.007184810467,-582.2141873552537,963.811305018393,229.007184810467,229.007184810467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.74836575212514,-76.74836575212514,-76.74836575212514,0.0,0.0,0.0,2.7314967440714115,2.7314967440714115,2.7314967440714115,-79.47986249619656,-79.47986249619656,-79.47986249619656,0.0,0.0,0.0,152.25881905834189
2014-02-22,229.10537459499082,-618.1692453595108,925.7548061587776,229.10537459499082,229.10537459499082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.47619924253766,-91.47619924253766,-91.47619924253766,0.0,0.0,0.0,-13.812211975574092,-13.812211975574092,-13.812211975574092,-77.66398726696356,-77.66398726696356,-77.66398726696356,0.0,0.0,0.0,137.62917535245316
2014-02-23,229.20356437951463,-712.8826397090872,896.8481012243235,229.20356437951463,229.20356437951463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.02760231408783,-82.02760231408783,-82.02760231408783,0.0,0.0,0.0,-7.556088554824232,-7.556088554824232,-7.556088554824232,-74.47151375926362,-74.47151375926362,-74.47151375926362,0.0,0.0,0.0,147.1759620654268
2014-02-24,229.30175416403844,-614.4849102405689,983.4697353106933,229.30175416403844,229.30175416403844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.10631464869346,-72.10631464869346,-72.10631464869346,0.0,0.0,0.0,-2.1743652836999314,-2.1743652836999314,-2.1743652836999314,-69.93194936499353,-69.93194936499353,-69.93194936499353,0.0,0.0,0.0,157.195439515345
2014-02-27,229.59632351760987,-618.2929535271494,1025.0136521695506,229.59632351760987,229.59632351760987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.24806477155294,-58.24806477155294,-58.24806477155294,0.0,0.0,0.0,-9.342140043043905,-9.342140043043905,-9.342140043043905,-48.905924728509035,-48.905924728509035,-48.905924728509035,0.0,0.0,0.0,171.34825874605693
2014-03-01,229.79270308665753,-668.5234465440715,967.42116654973,229.79270308665753,229.79270308665753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.60652738200377,-43.60652738200377,-43.60652738200377,0.0,0.0,0.0,-13.812211975590133,-13.812211975590133,-13.812211975590133,-29.794315406413634,-29.794315406413634,-29.794315406413634,0.0,0.0,0.0,186.18617570465375
2014-03-02,229.89089287118134,-578.3287294182152,1051.6327618983535,229.89089287118134,229.89089287118134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.69257190429872,-26.69257190429872,-26.69257190429872,0.0,0.0,0.0,-7.55608855481993,-7.55608855481993,-7.55608855481993,-19.136483349478794,-19.136483349478794,-19.136483349478794,0.0,0.0,0.0,203.19832096688262
2014-03-03,229.98908265570515,-565.610226169095,1030.6229507048733,229.98908265570515,229.98908265570515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.14292277862736,-10.14292277862736,-10.14292277862736,0.0,0.0,0.0,-2.174365283687644,-2.174365283687644,-2.174365283687644,-7.968557494939716,-7.968557494939716,-7.968557494939716,0.0,0.0,0.0,219.84615987707778
2014-03-04,230.08727244022896,-480.33754936952346,1078.2747648879206,230.08727244022896,230.08727244022896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.19884009993089,30.19884009993089,30.19884009993089,0.0,0.0,0.0,26.67003726216638,26.67003726216638,26.67003726216638,3.5288028377645095,3.5288028377645095,3.5288028377645095,0.0,0.0,0.0,260.2861125401598
2014-03-05,230.18546222475277,-515.4848214512259,1043.8455351271523,230.18546222475277,230.18546222475277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65280468703179,18.65280468703179,18.65280468703179,0.0,0.0,0.0,3.483271850949812,3.483271850949812,3.483271850949812,15.169532836081977,15.169532836081977,15.169532836081977,0.0,0.0,0.0,248.83826691178456
2014-03-07,230.38184179380042,-574.4742122921547,1004.3434130173581,230.38184179380042,230.38184179380042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.863879856190664,40.863879856190664,40.863879856190664,0.0,0.0,0.0,2.7314967440543896,2.7314967440543896,2.7314967440543896,38.132383112136274,38.132383112136274,38.132383112136274,0.0,0.0,0.0,271.2457216499911
2014-03-10,230.67641114737188,-478.30438977147134,1098.0406430568557,230.67641114737188,230.67641114737188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.92987662283983,66.92987662283983,66.92987662283983,0.0,0.0,0.0,-2.1743652837187732,-2.1743652837187732,-2.1743652837187732,69.1042419065586,69.1042419065586,69.1042419065586,0.0,0.0,0.0,297.6062877702117
2014-03-11,230.7746009318957,-480.5892174254483,1138.7732466954872,230.7746009318957,230.7746009318957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.53248589215643,104.53248589215643,104.53248589215643,0.0,0.0,0.0,26.670037262197813,26.670037262197813,26.670037262197813,77.8624486299586,77.8624486299586,77.8624486299586,0.0,0.0,0.0,335.30708682405213
2014-03-14,231.06917028546712,-439.04291557404906,1096.6819699611683,231.06917028546712,231.06917028546712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.44806801166074,100.44806801166074,100.44806801166074,0.0,0.0,0.0,2.731496744068153,2.731496744068153,2.731496744068153,97.71657126759257,97.71657126759257,97.71657126759257,0.0,0.0,0.0,331.51723829712785
2014-03-15,231.16736006999093,-486.18964563714655,1172.3793109472397,231.16736006999093,231.16736006999093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.11032227723386,88.11032227723386,88.11032227723386,0.0,0.0,0.0,-13.812211975594384,-13.812211975594384,-13.812211975594384,101.92253425282826,101.92253425282826,101.92253425282826,0.0,0.0,0.0,319.2776823472248
2014-03-16,231.26554985451475,-479.19204769287563,1085.991929243673,231.26554985451475,231.26554985451475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.28824662948406,97.28824662948406,97.28824662948406,0.0,0.0,0.0,-7.556088554824072,-7.556088554824072,-7.556088554824072,104.84433518430814,104.84433518430814,104.84433518430814,0.0,0.0,0.0,328.5537964839988
2014-03-17,231.36373963903856,-467.12130977797557,1140.9367842662273,231.36373963903856,231.36373963903856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.29638801845921,104.29638801845921,104.29638801845921,0.0,0.0,0.0,-2.174365283714973,-2.174365283714973,-2.174365283714973,106.47075330217419,106.47075330217419,106.47075330217419,0.0,0.0,0.0,335.66012765749775
2014-03-18,231.46192942356237,-461.75457479992747,1172.137919791113,231.46192942356237,231.46192942356237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.4840244142127,133.4840244142127,133.4840244142127,0.0,0.0,0.0,26.670037262187716,26.670037262187716,26.670037262187716,106.813987152025,106.813987152025,106.813987152025,0.0,0.0,0.0,364.94595383777505
2014-03-19,231.56011920808618,-379.604260679355,1133.5569430015644,231.56011920808618,231.56011920808618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.39199715118137,109.39199715118137,109.39199715118137,0.0,0.0,0.0,3.483271850886601,3.483271850886601,3.483271850886601,105.90872530029476,105.90872530029476,105.90872530029476,0.0,0.0,0.0,340.95211635926756
2014-03-21,231.75649877713386,-415.93921258485136,1191.1511007062163,231.75649877713386,231.75649877713386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.32657788601924,103.32657788601924,103.32657788601924,0.0,0.0,0.0,2.731496744071943,2.731496744071943,2.731496744071943,100.5950811419473,100.5950811419473,100.5950811419473,0.0,0.0,0.0,335.08307666315307
2014-03-22,231.85468856165767,-468.8576623178814,1148.6442902427818,231.85468856165767,231.85468856165767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.54160918434584,82.54160918434584,82.54160918434584,0.0,0.0,0.0,-13.812211975584354,-13.812211975584354,-13.812211975584354,96.35382115993019,96.35382115993019,96.35382115993019,0.0,0.0,0.0,314.3962977460035
2014-03-23,231.95287834618148,-482.4361241822907,1093.6624201811874,231.95287834618148,231.95287834618148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6374940564243,83.6374940564243,83.6374940564243,0.0,0.0,0.0,-7.556088554819777,-7.556088554819777,-7.556088554819777,91.19358261124408,91.19358261124408,91.19358261124408,0.0,0.0,0.0,315.5903724026058
2014-03-24,232.0510681307053,-439.27886542042575,1166.2232781808673,232.0510681307053,232.0510681307053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.05838042688674,83.05838042688674,83.05838042688674,0.0,0.0,0.0,-2.17436528371117,-2.17436528371117,-2.17436528371117,85.23274571059791,85.23274571059791,85.23274571059791,0.0,0.0,0.0,315.10944855759203
2014-03-25,232.1492579152291,-474.82820250303257,1133.0334573251905,232.1492579152291,232.1492579152291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.2685478930506,105.2685478930506,105.2685478930506,0.0,0.0,0.0,26.67003726217761,26.67003726217761,26.67003726217761,78.59851063087298,78.59851063087298,78.59851063087298,0.0,0.0,0.0,337.4178058082797
2014-03-26,232.2474476997529,-493.99565246188473,1090.3701485068664,232.2474476997529,232.2474476997529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.90712763194135,74.90712763194135,74.90712763194135,0.0,0.0,0.0,3.483271850981878,3.483271850981878,3.483271850981878,71.42385578095946,71.42385578095946,71.42385578095946,0.0,0.0,0.0,307.1545753316943
2014-03-28,232.44382726880056,-538.0226399748873,1076.089682539142,232.44382726880056,232.44382726880056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7272518305736,58.7272518305736,58.7272518305736,0.0,0.0,0.0,2.731496744041157,2.731496744041157,2.731496744041157,55.99575508653244,55.99575508653244,55.99575508653244,0.0,0.0,0.0,291.17107909937414
2014-03-29,232.54201705332437,-484.10036866946615,1079.0889334347635,232.54201705332437,232.54201705332437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.19769428826217,34.19769428826217,34.19769428826217,0.0,0.0,0.0,-13.812211975600388,-13.812211975600388,-13.812211975600388,48.009906263862554,48.009906263862554,48.009906263862554,0.0,0.0,0.0,266.73971134158654
2014-03-30,232.64020683784818,-513.3037149833407,1067.9315078565119,232.64020683784818,232.64020683784818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.45715626970152,32.45715626970152,32.45715626970152,0.0,0.0,0.0,-7.5560885548258,-7.5560885548258,-7.5560885548258,40.01324482452732,40.01324482452732,40.01324482452732,0.0,0.0,0.0,265.0973631075497
2014-03-31,232.738396622372,-527.2470110591594,1077.8434891310142,232.738396622372,232.738396622372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.949391015413525,29.949391015413525,29.949391015413525,0.0,0.0,0.0,-2.1743652837423024,-2.1743652837423024,-2.1743652837423024,32.12375629915583,32.12375629915583,32.12375629915583,0.0,0.0,0.0,262.6877876377855
2014-04-01,232.8365864068958,-487.52998876935294,1115.5620620235727,232.8365864068958,232.8365864068958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.118988305082475,51.118988305082475,51.118988305082475,0.0,0.0,0.0,26.670037262169288,26.670037262169288,26.670037262169288,24.448951042913198,24.448951042913198,24.448951042913198,0.0,0.0,0.0,283.9555747119783
2014-04-02,232.93477619141962,-532.074380001195,984.5137999765276,232.93477619141962,232.93477619141962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.567341054858858,20.567341054858858,20.567341054858858,0.0,0.0,0.0,3.483271850923706,3.483271850923706,3.483271850923706,17.08406920393515,17.08406920393515,17.08406920393515,0.0,0.0,0.0,253.5021172462785
2014-04-03,233.03296597594343,-598.9196023996467,968.0228476737335,233.03296597594343,233.03296597594343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7685263740133623,0.7685263740133623,0.7685263740133623,0.0,0.0,0.0,-9.342140043105578,-9.342140043105578,-9.342140043105578,10.11066641711894,10.11066641711894,10.11066641711894,0.0,0.0,0.0,233.8014923499568
2014-04-04,233.1311557604673,-537.8324627254308,1006.7748740974357,233.1311557604673,233.1311557604673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32709946176667,6.32709946176667,6.32709946176667,0.0,0.0,0.0,2.731496744010372,2.731496744010372,2.731496744010372,3.5956027177562975,3.5956027177562975,3.5956027177562975,0.0,0.0,0.0,239.45825522223396
